year,artist,track,time,genre,week,rank
2000,3 Doors Down,Loser,04:24:00,Rock,x16th_week,76
2000,3 Doors Down,Loser,04:24:00,Rock,x17th_week,75
2000,3 Doors Down,Loser,04:24:00,Rock,x18th_week,67
2000,3 Doors Down,Loser,04:24:00,Rock,x19th_week,73
2000,3 Doors Down,Loser,04:24:00,Rock,x1st_week,76
2000,3 Doors Down,Loser,04:24:00,Rock,x20th_week,70
2000,3 Doors Down,Loser,04:24:00,Rock,x2nd_week,76
2000,3 Doors Down,Loser,04:24:00,Rock,x3rd_week,72
2000,3 Doors Down,Loser,04:24:00,Rock,x4th_week,69
2000,3 Doors Down,Loser,04:24:00,Rock,x5th_week,67
2000,3 Doors Down,Loser,04:24:00,Rock,x6th_week,65
2000,3 Doors Down,Loser,04:24:00,Rock,x7th_week,55
2000,3 Doors Down,Loser,04:24:00,Rock,x8th_week,59
2000,3 Doors Down,Loser,04:24:00,Rock,x9th_week,62
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x10th_week,57
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x11th_week,64
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x12th_week,70
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x13th_week,75
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x14th_week,76
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x15th_week,78
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x16th_week,85
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x17th_week,92
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x18th_week,96
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x1st_week,57
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x2nd_week,34
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x3rd_week,25
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x4th_week,17
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x5th_week,17
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x6th_week,31
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x7th_week,36
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x8th_week,49
2000,504 Boyz,Wobble Wobble,03:35:00,Rap,x9th_week,53
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x10th_week,6
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x11th_week,7
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x12th_week,22
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x13th_week,29
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x14th_week,36
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x15th_week,47
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x16th_week,67
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x17th_week,66
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x18th_week,84
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x19th_week,93
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x1st_week,51
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x20th_week,94
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x2nd_week,39
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x3rd_week,34
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x4th_week,26
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x5th_week,26
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x6th_week,19
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x7th_week,2
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x8th_week,2
2000,98°,Give Me Just One Night (Una Noche),03:24:00,Rock,x9th_week,3
2000,A*Teens,Dancing Queen,03:44:00,Pop,x1st_week,97
2000,A*Teens,Dancing Queen,03:44:00,Pop,x2nd_week,97
2000,A*Teens,Dancing Queen,03:44:00,Pop,x3rd_week,96
2000,A*Teens,Dancing Queen,03:44:00,Pop,x4th_week,95
2000,A*Teens,Dancing Queen,03:44:00,Pop,x5th_week,100
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x10th_week,36
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x11th_week,37
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x12th_week,37
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x13th_week,38
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x14th_week,49
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x15th_week,61
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x16th_week,63
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x17th_week,62
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x18th_week,67
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x19th_week,83
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x1st_week,84
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x20th_week,86
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x2nd_week,62
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x3rd_week,51
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x4th_week,41
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x5th_week,38
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x6th_week,35
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x7th_week,35
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x8th_week,38
2000,Aaliyah,I Don't Wanna,04:15:00,Rock,x9th_week,38
2000,Aaliyah,Try Again,04:03:00,Rock,x10th_week,10
2000,Aaliyah,Try Again,04:03:00,Rock,x11th_week,9
2000,Aaliyah,Try Again,04:03:00,Rock,x12th_week,8
2000,Aaliyah,Try Again,04:03:00,Rock,x13th_week,6
2000,Aaliyah,Try Again,04:03:00,Rock,x14th_week,1
2000,Aaliyah,Try Again,04:03:00,Rock,x15th_week,2
2000,Aaliyah,Try Again,04:03:00,Rock,x16th_week,2
2000,Aaliyah,Try Again,04:03:00,Rock,x17th_week,2
2000,Aaliyah,Try Again,04:03:00,Rock,x18th_week,2
2000,Aaliyah,Try Again,04:03:00,Rock,x19th_week,3
2000,Aaliyah,Try Again,04:03:00,Rock,x1st_week,59
2000,Aaliyah,Try Again,04:03:00,Rock,x20th_week,4
2000,Aaliyah,Try Again,04:03:00,Rock,x21st_week,5
2000,Aaliyah,Try Again,04:03:00,Rock,x22nd_week,5
2000,Aaliyah,Try Again,04:03:00,Rock,x23rd_week,6
2000,Aaliyah,Try Again,04:03:00,Rock,x24th_week,9
2000,Aaliyah,Try Again,04:03:00,Rock,x25th_week,13
2000,Aaliyah,Try Again,04:03:00,Rock,x26th_week,14
2000,Aaliyah,Try Again,04:03:00,Rock,x27th_week,16
2000,Aaliyah,Try Again,04:03:00,Rock,x28th_week,23
2000,Aaliyah,Try Again,04:03:00,Rock,x29th_week,22
2000,Aaliyah,Try Again,04:03:00,Rock,x2nd_week,53
2000,Aaliyah,Try Again,04:03:00,Rock,x30th_week,33
2000,Aaliyah,Try Again,04:03:00,Rock,x31st_week,36
2000,Aaliyah,Try Again,04:03:00,Rock,x32nd_week,43
2000,Aaliyah,Try Again,04:03:00,Rock,x3rd_week,38
2000,Aaliyah,Try Again,04:03:00,Rock,x4th_week,28
2000,Aaliyah,Try Again,04:03:00,Rock,x5th_week,21
2000,Aaliyah,Try Again,04:03:00,Rock,x6th_week,18
2000,Aaliyah,Try Again,04:03:00,Rock,x7th_week,16
2000,Aaliyah,Try Again,04:03:00,Rock,x8th_week,14
2000,Aaliyah,Try Again,04:03:00,Rock,x9th_week,12
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x10th_week,59
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x11th_week,66
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x12th_week,68
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x13th_week,61
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x14th_week,67
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x15th_week,59
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x16th_week,63
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x17th_week,67
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x18th_week,71
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x19th_week,79
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x1st_week,76
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x20th_week,89
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x2nd_week,76
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x3rd_week,74
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x4th_week,69
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x5th_week,68
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x6th_week,67
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x7th_week,61
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x8th_week,58
2000,"Adams, Yolanda",Open My Heart,05:30:00,Gospel,x9th_week,57
2000,"Adkins, Trace",More,03:05:00,Country,x10th_week,83
2000,"Adkins, Trace",More,03:05:00,Country,x11th_week,92
2000,"Adkins, Trace",More,03:05:00,Country,x1st_week,84
2000,"Adkins, Trace",More,03:05:00,Country,x2nd_week,84
2000,"Adkins, Trace",More,03:05:00,Country,x3rd_week,75
2000,"Adkins, Trace",More,03:05:00,Country,x4th_week,73
2000,"Adkins, Trace",More,03:05:00,Country,x5th_week,73
2000,"Adkins, Trace",More,03:05:00,Country,x6th_week,69
2000,"Adkins, Trace",More,03:05:00,Country,x7th_week,68
2000,"Adkins, Trace",More,03:05:00,Country,x8th_week,65
2000,"Adkins, Trace",More,03:05:00,Country,x9th_week,73
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x10th_week,11
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x11th_week,1
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x12th_week,1
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x13th_week,1
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x14th_week,1
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x15th_week,4
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x16th_week,8
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x17th_week,12
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x18th_week,22
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x19th_week,23
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x1st_week,57
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x20th_week,43
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x21st_week,44
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x2nd_week,47
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x3rd_week,45
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x4th_week,29
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x5th_week,23
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x6th_week,18
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x7th_week,11
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x8th_week,9
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38:00,Rock,x9th_week,9
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x10th_week,17
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x11th_week,17
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x12th_week,3
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x13th_week,3
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x14th_week,7
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x15th_week,10
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x16th_week,17
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x17th_week,25
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x18th_week,29
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x19th_week,29
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x1st_week,50
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x20th_week,40
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x21st_week,43
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x22nd_week,50
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x2nd_week,39
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x3rd_week,30
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x4th_week,28
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x5th_week,21
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x6th_week,19
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x7th_week,20
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x8th_week,17
2000,"Aguilera, Christina",I Turn To You,04:00:00,Rock,x9th_week,17
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x10th_week,2
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x11th_week,2
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x12th_week,3
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x13th_week,3
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x14th_week,4
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x15th_week,12
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x16th_week,11
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x17th_week,13
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x18th_week,15
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x19th_week,18
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x1st_week,71
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x20th_week,20
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x21st_week,30
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x22nd_week,40
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x23rd_week,39
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x24th_week,44
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x2nd_week,51
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x3rd_week,28
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x4th_week,18
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x5th_week,13
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x6th_week,13
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x7th_week,11
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x8th_week,1
2000,"Aguilera, Christina",What A Girl Wants,03:18:00,Rock,x9th_week,1
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x10th_week,30
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x11th_week,36
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x12th_week,37
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x13th_week,39
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x14th_week,49
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x15th_week,57
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x16th_week,63
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x17th_week,65
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x18th_week,68
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x19th_week,79
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x1st_week,79
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x20th_week,86
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x2nd_week,65
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x3rd_week,53
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x4th_week,48
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x5th_week,45
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x6th_week,36
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x7th_week,34
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x8th_week,29
2000,Alice Deejay,Better Off Alone,06:50:00,Electronica,x9th_week,27
2000,"Allan, Gary",Smoke Rings In The Dark,04:18:00,Country,x1st_week,80
2000,"Allan, Gary",Smoke Rings In The Dark,04:18:00,Country,x2nd_week,78
2000,"Allan, Gary",Smoke Rings In The Dark,04:18:00,Country,x3rd_week,76
2000,"Allan, Gary",Smoke Rings In The Dark,04:18:00,Country,x4th_week,77
2000,"Allan, Gary",Smoke Rings In The Dark,04:18:00,Country,x5th_week,92
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x11th_week,99
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x13th_week,96
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x14th_week,96
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x15th_week,99
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x16th_week,98
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x17th_week,98
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x19th_week,95
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x1st_week,99
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x20th_week,88
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x21st_week,88
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x22nd_week,79
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x23rd_week,76
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x24th_week,69
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x25th_week,69
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x26th_week,59
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x27th_week,58
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x28th_week,58
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x29th_week,49
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x2nd_week,99
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x30th_week,44
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x31st_week,42
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x32nd_week,46
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x33rd_week,50
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x3rd_week,96
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x4th_week,96
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x5th_week,100
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x6th_week,93
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x7th_week,93
2000,Amber,Sexual (Li Da Di),04:38:00,Rock,x8th_week,96
2000,Anastacia,I'm Outta Love,04:01:00,Pop,x12th_week,97
2000,Anastacia,I'm Outta Love,04:01:00,Pop,x1st_week,92
2000,Anastacia,I'm Outta Love,04:01:00,Pop,x4th_week,95
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x10th_week,76
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x11th_week,73
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x12th_week,74
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x13th_week,87
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x14th_week,83
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x15th_week,89
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x16th_week,93
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x17th_week,94
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x18th_week,94
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x19th_week,91
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x1st_week,82
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x20th_week,90
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x2nd_week,76
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x3rd_week,76
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x4th_week,70
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x5th_week,82
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x6th_week,81
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x7th_week,74
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x8th_week,80
2000,"Anthony, Marc",My Baby You,03:59:00,Latin,x9th_week,76
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x10th_week,13
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x11th_week,13
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x12th_week,13
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x13th_week,13
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x14th_week,5
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x15th_week,2
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x16th_week,2
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x17th_week,5
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x18th_week,7
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x19th_week,9
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x1st_week,77
2000,"Anthony, Marc",You Sang To Me,03:50:00,Latin,x20th_week,12
